id,title,mime,relative_path_in_backup,original_url,uploaded
985,Artboard 2-100,image/jpeg,2024/11/Artboard-2-100.jpg,https://digex.agency/wp-content/uploads/2024/11/Artboard-2-100.jpg,2024-11-28 11:09:54
613,CYCLE DE TRAVAIL,image/png,2024/11/CYCLE-DE-TRAVAIL.png,https://digex.agency/wp-content/uploads/2024/11/CYCLE-DE-TRAVAIL.png,2024-11-12 13:30:42
835,SCROLL,video/mp4,2024/11/SCROLL-1.mp4,https://digex.agency/wp-content/uploads/2024/11/SCROLL-1.mp4,2024-11-20 13:51:42
833,SCROLL,video/mp4,2024/11/SCROLL.mp4,https://digex.agency/wp-content/uploads/2024/11/SCROLL.mp4,2024-11-20 13:47:50
675,SHED 02,image/jpeg,2024/11/SHED-02.jpg,https://digex.agency/wp-content/uploads/2024/11/SHED-02.jpg,2024-11-18 15:52:53
1063,TecheadFree-Light,application/x-font-ttf,2024/11/TecheadFree-Light.ttf,https://digex.agency/wp-content/uploads/2024/11/TecheadFree-Light.ttf,2024-12-05 12:15:18
463,Unkj.j.-1,image/png,2024/11/Unkj.j.-1.png,https://digex.agency/wp-content/uploads/2024/11/Unkj.j.-1.png,2024-11-11 09:39:48
451,Untitled-1,image/jpeg,2024/11/Untitled-1.jpg,https://digex.agency/wp-content/uploads/2024/11/Untitled-1.jpg,2024-11-10 12:09:09
983,WhatsApp Image 2024-11-11 à 15.52.33_ffa8cbb6,image/jpeg,2024/11/WhatsApp-Image-2024-11-11-a-15.52.33_ffa8cbb6.jpg,https://digex.agency/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-11-a-15.52.33_ffa8cbb6.jpg,2024-11-28 10:58:46
664,WhatsApp Image 2024-11-11 à 15.52.34_7ab4203d,image/jpeg,2024/11/WhatsApp-Image-2024-11-11-a-15.52.34_7ab4203d.jpg,https://digex.agency/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-11-a-15.52.34_7ab4203d.jpg,2024-11-18 15:39:21
666,WhatsApp Image 2024-11-11 à 15.52.35_47041952,image/jpeg,2024/11/WhatsApp-Image-2024-11-11-a-15.52.35_47041952.jpg,https://digex.agency/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-11-a-15.52.35_47041952.jpg,2024-11-18 15:45:37
515,balise,video/mp4,2024/11/balise.mp4,https://digex.agency/wp-content/uploads/2024/11/balise.mp4,2024-11-12 10:57:02
728,balise2,video/mp4,2024/11/balise2.mp4,https://digex.agency/wp-content/uploads/2024/11/balise2.mp4,2024-11-20 11:41:06
221,delmoodbrand,image/png,2024/11/delmoodbrand.png,https://digex.agency/wp-content/uploads/2024/11/delmoodbrand.png,2024-11-02 09:19:09
514,design,video/mp4,2024/11/design.mp4,https://digex.agency/wp-content/uploads/2024/11/design.mp4,2024-11-12 10:51:09
745,design2,video/mp4,2024/11/design2.mp4,https://digex.agency/wp-content/uploads/2024/11/design2.mp4,2024-11-20 11:47:07
286,favicon,image/png,2024/11/favicon.png,https://digex.agency/wp-content/uploads/2024/11/favicon.png,2024-11-06 10:29:28
956,laptop_005_mockup,image/png,2024/11/laptop_005_mockup.png,https://digex.agency/wp-content/uploads/2024/11/laptop_005_mockup.png,2024-11-28 10:28:28
287,logoGreen,image/png,2024/11/logoGreen.png,https://digex.agency/wp-content/uploads/2024/11/logoGreen.png,2024-11-06 10:30:46
565,marketing,video/mp4,2024/11/marketing.mp4,https://digex.agency/wp-content/uploads/2024/11/marketing.mp4,2024-11-12 13:02:10
749,marketing2,video/mp4,2024/11/marketing2.mp4,https://digex.agency/wp-content/uploads/2024/11/marketing2.mp4,2024-11-20 11:48:13
804,People Hands Working Using Laptop on White Table,image/jpeg,2024/11/people-hands-working-using-laptop-white-table.jpg,https://digex.agency/wp-content/uploads/2024/11/people-hands-working-using-laptop-white-table.jpg,2024-11-20 12:59:25
665,photo_2024-10-21_13-27-45,image/jpeg,2024/11/photo_2024-10-21_13-27-45.jpg,https://digex.agency/wp-content/uploads/2024/11/photo_2024-10-21_13-27-45.jpg,2024-11-18 15:43:21
220,qaadapresentation,image/png,2024/11/qaadapresentation.png,https://digex.agency/wp-content/uploads/2024/11/qaadapresentation.png,2024-11-02 09:18:18
462,screencapture-taxiclick-fr-2024-06-30-14_39_57 1,image/png,2024/11/screencapture-taxiclick-fr-2024-06-30-14_39_57-1.png,https://digex.agency/wp-content/uploads/2024/11/screencapture-taxiclick-fr-2024-06-30-14_39_57-1.png,2024-11-10 15:21:52
955,screencast-bissanelab_com-2024_11_28-10_40_04,video/webm,2024/11/screencast-bissanelab_com-2024_11_28-10_40_04.webm,https://digex.agency/wp-content/uploads/2024/11/screencast-bissanelab_com-2024_11_28-10_40_04.webm,2024-11-28 10:20:19
957,screencast-eveaccessoires_com-2024_11_28-11_25_27,video/webm,2024/11/screencast-eveaccessoires_com-2024_11_28-11_25_27.webm,https://digex.agency/wp-content/uploads/2024/11/screencast-eveaccessoires_com-2024_11_28-11_25_27.webm,2024-11-28 10:31:37
952,screencast-taxiclick_fr-2024_11_28-10_44_04,video/webm,2024/11/screencast-taxiclick_fr-2024_11_28-10_44_04.webm,https://digex.agency/wp-content/uploads/2024/11/screencast-taxiclick_fr-2024_11_28-10_44_04.webm,2024-11-28 09:57:55
781,screenshot-eveaccessoires_com-2024_11_17-11_45_48,image/png,2024/11/screenshot-eveaccessoires_com-2024_11_17-11_45_48.png,https://digex.agency/wp-content/uploads/2024/11/screenshot-eveaccessoires_com-2024_11_17-11_45_48.png,2024-11-20 12:21:56
453,siliviar,image/png,2024/11/siliviar.png,https://digex.agency/wp-content/uploads/2024/11/siliviar.png,2024-11-10 12:10:01
805,test22,image/png,2024/11/test22.png,https://digex.agency/wp-content/uploads/2024/11/test22.png,2024-11-20 13:10:57
378,wordpresscom_icon.jpeg,image/png,2024/11/wordpresscom_icon.jpeg-1.png,https://digex.agency/wp-content/uploads/2024/11/wordpresscom_icon.jpeg-1.png,2024-11-07 15:33:49
335,wordpresscom_icon.jpeg,image/png,2024/11/wordpresscom_icon.jpeg.png,https://digex.agency/wp-content/uploads/2024/11/wordpresscom_icon.jpeg.png,2024-11-07 14:07:46
1053,Acens,application/x-font-ttf,2024/12/Acens.ttf,https://digex.agency/wp-content/uploads/2024/12/Acens.ttf,2024-12-05 11:18:06
1060,PPTelegraf-Regular,application/x-font-ttf,2024/12/PPTelegraf-Regular.ttf,https://digex.agency/wp-content/uploads/2024/12/PPTelegraf-Regular.ttf,2024-12-05 12:13:02
1058,PPTelegraf-UltraBold,application/x-font-ttf,2024/12/PPTelegraf-UltraBold.ttf,https://digex.agency/wp-content/uploads/2024/12/PPTelegraf-UltraBold.ttf,2024-12-05 12:12:37
1059,PPTelegraf-UltraLight,application/x-font-ttf,2024/12/PPTelegraf-UltraLight.ttf,https://digex.agency/wp-content/uploads/2024/12/PPTelegraf-UltraLight.ttf,2024-12-05 12:12:38
1055,Telegraph,application/x-font-ttf,2024/12/Telegraph.ttf,https://digex.agency/wp-content/uploads/2024/12/Telegraph.ttf,2024-12-05 11:21:18
1329,1195487_OT12YY1,image/jpeg,2025/01/1195487_OT12YY1.jpg,https://digex.agency/wp-content/uploads/2025/01/1195487_OT12YY1.jpg,2025-01-20 10:46:55
1402,18416800_rm391-pf-s73-08-mockup,image/png,2025/01/18416800_rm391-pf-s73-08-mockup.png,https://digex.agency/wp-content/uploads/2025/01/18416800_rm391-pf-s73-08-mockup.png,2025-01-26 12:19:02
1259,3d-rendering-cartoon-house,image/png,2025/01/3d-rendering-cartoon-house.png,https://digex.agency/wp-content/uploads/2025/01/3d-rendering-cartoon-house.png,2025-01-19 11:40:46
1260,3dicons-computer-front-color,image/png,2025/01/3dicons-computer-front-color.png,https://digex.agency/wp-content/uploads/2025/01/3dicons-computer-front-color.png,2025-01-19 11:42:27
1312,3dicons-target-front-color,image/png,2025/01/3dicons-target-front-color.png,https://digex.agency/wp-content/uploads/2025/01/3dicons-target-front-color.png,2025-01-19 14:00:20
1401,871905_O7DAJO1,image/png,2025/01/871905_O7DAJO1.png,https://digex.agency/wp-content/uploads/2025/01/871905_O7DAJO1.png,2025-01-26 12:16:39
1339,Artboard 1,image/jpeg,2025/01/Artboard-1.jpg,https://digex.agency/wp-content/uploads/2025/01/Artboard-1.jpg,2025-01-20 16:33:08
1213,Artboard 9-100,image/jpeg,2025/01/Artboard-9-100.jpg,https://digex.agency/wp-content/uploads/2025/01/Artboard-9-100.jpg,2025-01-18 16:01:21
1460,avatar1,image/png,2025/01/avatar1.png,https://digex.agency/wp-content/uploads/2025/01/avatar1.png,2025-01-27 12:45:20
1461,avatar2,image/png,2025/01/avatar2.png,https://digex.agency/wp-content/uploads/2025/01/avatar2.png,2025-01-27 12:45:21
1462,avatar3,image/png,2025/01/avatar3.png,https://digex.agency/wp-content/uploads/2025/01/avatar3.png,2025-01-27 12:45:21
1463,avatar4,image/png,2025/01/avatar4.png,https://digex.agency/wp-content/uploads/2025/01/avatar4.png,2025-01-27 12:45:22
1464,avatar5,image/png,2025/01/avatar5.png,https://digex.agency/wp-content/uploads/2025/01/avatar5.png,2025-01-27 12:45:23
1432,bgmarket,image/png,2025/01/bgmarket.png,https://digex.agency/wp-content/uploads/2025/01/bgmarket.png,2025-01-27 11:07:49
1410,bissane lab,image/jpeg,2025/01/bissane-lab.jpg,https://digex.agency/wp-content/uploads/2025/01/bissane-lab.jpg,2025-01-26 12:41:47
1236,designdrop,image/png,2025/01/designdrop.png,https://digex.agency/wp-content/uploads/2025/01/designdrop.png,2025-01-19 10:05:19
1334,final,image/png,2025/01/final.png,https://digex.agency/wp-content/uploads/2025/01/final.png,2025-01-20 14:16:58
1420,hearticon,image/png,2025/01/hearticon.png,https://digex.agency/wp-content/uploads/2025/01/hearticon.png,2025-01-26 13:59:35
1421,hearticonleft,image/png,2025/01/hearticonleft.png,https://digex.agency/wp-content/uploads/2025/01/hearticonleft.png,2025-01-26 13:59:36
1465,image_2025-01-27_134951444,image/png,2025/01/image_2025-01-27_134951444.png,https://digex.agency/wp-content/uploads/2025/01/image_2025-01-27_134951444.png,2025-01-27 12:49:52
1433,marketing,image/png,2025/01/marketing.png,https://digex.agency/wp-content/uploads/2025/01/marketing.png,2025-01-27 11:07:55
1437,marketing2,image/png,2025/01/marketing2.png,https://digex.agency/wp-content/uploads/2025/01/marketing2.png,2025-01-27 11:25:19
1442,marketing3,image/png,2025/01/marketing3.png,https://digex.agency/wp-content/uploads/2025/01/marketing3.png,2025-01-27 11:28:47
1386,mobilemockupbissane,image/png,2025/01/mobilemockupbissane.png,https://digex.agency/wp-content/uploads/2025/01/mobilemockupbissane.png,2025-01-26 11:40:20
1258,packicon,image/png,2025/01/packicon.png,https://digex.agency/wp-content/uploads/2025/01/packicon.png,2025-01-19 11:28:20
1262,printiconsmachine,image/png,2025/01/printiconsmachine.png,https://digex.agency/wp-content/uploads/2025/01/printiconsmachine.png,2025-01-19 11:54:38
1261,rb_2151553990,image/png,2025/01/rb_2151553990.png,https://digex.agency/wp-content/uploads/2025/01/rb_2151553990.png,2025-01-19 11:45:40
1263,rb_30355,image/png,2025/01/rb_30355.png,https://digex.agency/wp-content/uploads/2025/01/rb_30355.png,2025-01-19 12:01:28
1280,screencast-eveaccessoires_com-2025_01_14-14_27_43,video/webm,2025/01/screencast-eveaccessoires_com-2025_01_14-14_27_43.webm,https://digex.agency/wp-content/uploads/2025/01/screencast-eveaccessoires_com-2025_01_14-14_27_43.webm,2025-01-19 13:29:26
1898,40281,image/jpeg,2025/03/40281.jpg,https://digex.agency/wp-content/uploads/2025/03/40281.jpg,2025-03-06 09:49:49
1896,49895,image/jpeg,2025/03/49895.jpg,https://digex.agency/wp-content/uploads/2025/03/49895.jpg,2025-03-06 09:48:26
1864,7548e7f345f736c90ad2fde6c7864474,image/jpeg,2025/03/7548e7f345f736c90ad2fde6c7864474.jpeg,https://digex.agency/wp-content/uploads/2025/03/7548e7f345f736c90ad2fde6c7864474.jpeg,2025-03-05 23:22:04
1895,8049,image/jpeg,2025/03/8049.jpg,https://digex.agency/wp-content/uploads/2025/03/8049.jpg,2025-03-06 09:47:29
1613,BeatriceDeckTRIAL-BoldItalic-BF64829e918c7cd,application/x-font-ttf,2025/03/BeatriceDeckTRIAL-BoldItalic-BF64829e918c7cd.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceDeckTRIAL-BoldItalic-BF64829e918c7cd.ttf,2025-03-03 14:03:21
1616,BeatriceDeckTRIAL-Extrabold-BF64829e919604b,application/x-font-ttf,2025/03/BeatriceDeckTRIAL-Extrabold-BF64829e919604b.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceDeckTRIAL-Extrabold-BF64829e919604b.ttf,2025-03-03 14:04:42
1617,BeatriceDeckTRIAL-ExtraboldItalic-BF64829e9175b11,application/x-font-ttf,2025/03/BeatriceDeckTRIAL-ExtraboldItalic-BF64829e9175b11.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceDeckTRIAL-ExtraboldItalic-BF64829e9175b11.ttf,2025-03-03 14:05:01
1614,BeatriceDeckTRIAL-Medium-BF64829e9193070,application/x-font-ttf,2025/03/BeatriceDeckTRIAL-Medium-BF64829e9193070.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceDeckTRIAL-Medium-BF64829e9193070.ttf,2025-03-03 14:03:56
1615,BeatriceDeckTRIAL-MediumItalic-BF64829e9176a56,application/x-font-ttf,2025/03/BeatriceDeckTRIAL-MediumItalic-BF64829e9176a56.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceDeckTRIAL-MediumItalic-BF64829e9176a56.ttf,2025-03-03 14:04:25
1612,BeatriceTRIAL-Bold-BF64829e8fd7dc6,application/x-font-ttf,2025/03/BeatriceTRIAL-Bold-BF64829e8fd7dc6.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-Bold-BF64829e8fd7dc6.ttf,2025-03-03 14:02:30
1611,BeatriceTRIAL-Regular-BF64829e8f591fb,application/x-font-ttf,2025/03/BeatriceTRIAL-Regular-BF64829e8f591fb.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-Regular-BF64829e8f591fb.ttf,2025-03-03 14:01:46
1622,BeatriceTRIAL-Semibold-BF64829e8f17d4c,application/x-font-ttf,2025/03/BeatriceTRIAL-Semibold-BF64829e8f17d4c-1.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-Semibold-BF64829e8f17d4c-1.ttf,2025-03-03 14:19:37
1618,BeatriceTRIAL-Semibold-BF64829e8f17d4c,application/x-font-ttf,2025/03/BeatriceTRIAL-Semibold-BF64829e8f17d4c.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-Semibold-BF64829e8f17d4c.ttf,2025-03-03 14:05:32
1619,BeatriceTRIAL-SemiboldItalic-BF64829e8ed91f7,application/x-font-ttf,2025/03/BeatriceTRIAL-SemiboldItalic-BF64829e8ed91f7.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-SemiboldItalic-BF64829e8ed91f7.ttf,2025-03-03 14:05:51
1620,BeatriceTRIAL-Thin-BF64829e8b08524,application/x-font-ttf,2025/03/BeatriceTRIAL-Thin-BF64829e8b08524.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-Thin-BF64829e8b08524.ttf,2025-03-03 14:06:21
1621,BeatriceTRIAL-ThinItalic-BF64829e8d5d50c,application/x-font-ttf,2025/03/BeatriceTRIAL-ThinItalic-BF64829e8d5d50c.ttf,https://digex.agency/wp-content/uploads/2025/03/BeatriceTRIAL-ThinItalic-BF64829e8d5d50c.ttf,2025-03-03 14:06:42
1890,almasblack,image/png,2025/03/almasblack.png,https://digex.agency/wp-content/uploads/2025/03/almasblack.png,2025-03-06 09:37:19
1888,arakam,image/png,2025/03/arakam.png,https://digex.agency/wp-content/uploads/2025/03/arakam.png,2025-03-06 09:30:55
1889,azas,image/png,2025/03/azas.png,https://digex.agency/wp-content/uploads/2025/03/azas.png,2025-03-06 09:34:55
1887,bissanblack,image/png,2025/03/bissanblack.png,https://digex.agency/wp-content/uploads/2025/03/bissanblack.png,2025-03-06 09:26:46
1891,chips miaw black,image/png,2025/03/chips-miaw-black.png,https://digex.agency/wp-content/uploads/2025/03/chips-miaw-black.png,2025-03-06 09:42:00
1880,evelogo,image/png,2025/03/evelogo.png,https://digex.agency/wp-content/uploads/2025/03/evelogo.png,2025-03-06 09:13:52
1886,evenoire,image/png,2025/03/evenoire.png,https://digex.agency/wp-content/uploads/2025/03/evenoire.png,2025-03-06 09:23:58
1519,woocommerce-placeholder,image/png,2025/03/woocommerce-placeholder.png,https://digex.agency/wp-content/uploads/2025/03/woocommerce-placeholder.png,2025-03-01 11:22:12
2180,10313977_2872,image/png,2025/04/10313977_2872.png,https://digex.agency/wp-content/uploads/2025/04/10313977_2872.png,2025-04-22 15:58:02
2174,409268671_45407c54-248d-4ac1-b4c2-9ebbf28316b9,image/jpeg,2025/04/409268671_45407c54-248d-4ac1-b4c2-9ebbf28316b9.jpg,https://digex.agency/wp-content/uploads/2025/04/409268671_45407c54-248d-4ac1-b4c2-9ebbf28316b9.jpg,2025-04-22 15:52:14
2175,416325427_01536711-d864-4d25-9c66-5e4739d19fd3,image/jpeg,2025/04/416325427_01536711-d864-4d25-9c66-5e4739d19fd3.jpg,https://digex.agency/wp-content/uploads/2025/04/416325427_01536711-d864-4d25-9c66-5e4739d19fd3.jpg,2025-04-22 15:52:23
2190,IMG_5929,video/quicktime,2025/04/IMG_5929.mov,https://digex.agency/wp-content/uploads/2025/04/IMG_5929.mov,2025-05-15 11:02:35
2191,IMG_5930,image/jpeg,2025/04/IMG_5930.jpg,https://digex.agency/wp-content/uploads/2025/04/IMG_5930.jpg,2025-05-15 11:03:14
2181,cover1,image/png,2025/04/cover1.png,https://digex.agency/wp-content/uploads/2025/04/cover1.png,2025-04-22 16:14:20
2098,dottedbg,image/png,2025/04/dottedbg-1.png,https://digex.agency/wp-content/uploads/2025/04/dottedbg-1.png,2025-04-06 12:50:37
2097,dottedbg,image/png,2025/04/dottedbg.png,https://digex.agency/wp-content/uploads/2025/04/dottedbg.png,2025-04-06 12:49:27
2137,dottedbg,image/webp,2025/04/dottedbg.webp,https://digex.agency/wp-content/uploads/2025/04/dottedbg.webp,2025-04-06 15:13:31
2100,iphone-15-pro-on-white-background-top-view,image/webp,2025/04/iphone-15-pro-on-white-background-top-view-1.webp,https://digex.agency/wp-content/uploads/2025/04/iphone-15-pro-on-white-background-top-view-1.webp,2025-04-06 14:48:44
2099,iphone-15-pro-on-white-background-top-view,image/webp,2025/04/iphone-15-pro-on-white-background-top-view.webp,https://digex.agency/wp-content/uploads/2025/04/iphone-15-pro-on-white-background-top-view.webp,2025-04-06 14:33:43
2567,0_Glowing_Colorful_1920x1080,video/mp4,2025/06/0_Glowing_Colorful_1920x1080.mp4,https://digex.agency/wp-content/uploads/2025/06/0_Glowing_Colorful_1920x1080.mp4,2025-06-25 13:17:45
2558,21735,image/jpeg,2025/06/21735.jpg,https://digex.agency/wp-content/uploads/2025/06/21735.jpg,2025-06-25 13:09:05
2580,73,image/jpeg,2025/06/73.jpg,https://digex.agency/wp-content/uploads/2025/06/73.jpg,2025-06-25 13:23:31
3926,1162367_ORH91S1,image/jpeg,2025/07/1162367_ORH91S1.jpg,https://digex.agency/wp-content/uploads/2025/07/1162367_ORH91S1.jpg,2025-07-12 13:42:25
4275,189977667_fc4906cc-3ab4-4c49-9f98-b32a666a2cc0,image/png,2025/07/189977667_fc4906cc-3ab4-4c49-9f98-b32a666a2cc0.png,https://digex.agency/wp-content/uploads/2025/07/189977667_fc4906cc-3ab4-4c49-9f98-b32a666a2cc0.png,2025-07-16 16:20:03
3406,2 (1 of 1),image/jpeg,2025/07/2-1-of-1.jpg,https://digex.agency/wp-content/uploads/2025/07/2-1-of-1.jpg,2025-07-05 12:45:43
3932,2,image/png,2025/07/2.png,https://digex.agency/wp-content/uploads/2025/07/2.png,2025-07-12 14:26:31
4385,23126508_195,image/png,2025/07/23126508_195.png,https://digex.agency/wp-content/uploads/2025/07/23126508_195.png,2025-07-17 10:25:29
4271,31240747_gadget_mockup_set,image/png,2025/07/31240747_gadget_mockup_set.png,https://digex.agency/wp-content/uploads/2025/07/31240747_gadget_mockup_set.png,2025-07-16 16:12:11
3955,32dae0211325091.6720ee081dfbc,image/jpeg,2025/07/32dae0211325091.6720ee081dfbc.jpg,https://digex.agency/wp-content/uploads/2025/07/32dae0211325091.6720ee081dfbc.jpg,2025-07-12 14:53:36
4053,357765451_8f617f50-32dc-4bcf-a0e7-764bad2c9c94,image/jpeg,2025/07/357765451_8f617f50-32dc-4bcf-a0e7-764bad2c9c94.jpg,https://digex.agency/wp-content/uploads/2025/07/357765451_8f617f50-32dc-4bcf-a0e7-764bad2c9c94.jpg,2025-07-13 15:32:37
2876,64cb4d375fedd39d5beb487f_Group 41090,image/png,2025/07/64cb4d375fedd39d5beb487f_Group-41090-1.png,https://digex.agency/wp-content/uploads/2025/07/64cb4d375fedd39d5beb487f_Group-41090-1.png,2025-07-01 14:58:51
2792,64cb4d375fedd39d5beb487f_Group 41090,image/png,2025/07/64cb4d375fedd39d5beb487f_Group-41090.png,https://digex.agency/wp-content/uploads/2025/07/64cb4d375fedd39d5beb487f_Group-41090.png,2025-07-01 11:41:23
2881,64cb4d375fedd39d5beb487f_Group 41090,image/webp,2025/07/64cb4d375fedd39d5beb487f_Group-41090.webp,https://digex.agency/wp-content/uploads/2025/07/64cb4d375fedd39d5beb487f_Group-41090.webp,2025-07-01 15:04:55
4019,Article-img_3-13122021-1.jpg,image/jpeg,2025/07/Article-img_3-13122021-1.jpg,https://digex.agency/wp-content/uploads/2025/07/Article-img_3-13122021-1.jpg,2025-07-13 13:06:20
3946,BARBCUE BROWN,image/png,2025/07/BARBCUE-BROWN-1.png,https://digex.agency/wp-content/uploads/2025/07/BARBCUE-BROWN-1.png,2025-07-12 14:44:18
3945,BARBCUE BROWN,image/png,2025/07/BARBCUE-BROWN.png,https://digex.agency/wp-content/uploads/2025/07/BARBCUE-BROWN.png,2025-07-12 14:41:34
3555,Best Digital Growth Marketing Company in India _ Amura,image/jpeg,2025/07/Best-Digital-Growth-Marketing-Company-in-India-_-Amura.jpeg,https://digex.agency/wp-content/uploads/2025/07/Best-Digital-Growth-Marketing-Company-in-India-_-Amura.jpeg,2025-07-08 10:44:25
3951,Capture d’écran 2022-06-15 132334,image/jpeg,2025/07/Capture-decran-2022-06-15-132334.jpg,https://digex.agency/wp-content/uploads/2025/07/Capture-decran-2022-06-15-132334.jpg,2025-07-12 14:49:36
3952,Capture d’écran 2022-06-15 132452,image/jpeg,2025/07/Capture-decran-2022-06-15-132452.jpg,https://digex.agency/wp-content/uploads/2025/07/Capture-decran-2022-06-15-132452.jpg,2025-07-12 14:49:38
4245,Capture d'écran 2025-07-16 160252,image/png,2025/07/Capture-decran-2025-07-16-160252.png,https://digex.agency/wp-content/uploads/2025/07/Capture-decran-2025-07-16-160252.png,2025-07-16 15:05:29
4349,Enregistrement de l'écran 2025-07-17 104354,video/mp4,2025/07/Enregistrement-de-lecran-2025-07-17-104354.mp4,https://digex.agency/wp-content/uploads/2025/07/Enregistrement-de-lecran-2025-07-17-104354.mp4,2025-07-17 09:50:10
4054,IMG_6510,image/jpeg,2025/07/IMG_6510.jpg,https://digex.agency/wp-content/uploads/2025/07/IMG_6510.jpg,2025-07-13 15:34:42
3947,PIZZA ORANGE,image/png,2025/07/PIZZA-ORANGE.png,https://digex.agency/wp-content/uploads/2025/07/PIZZA-ORANGE.png,2025-07-12 14:47:35
4342,Panthenox CGI,video/quicktime,2025/07/Panthenox-CGI-.mov,https://digex.agency/wp-content/uploads/2025/07/Panthenox-CGI-.mov,2025-07-17 09:38:23
3407,ROZAJIN 8 (1 of 1),image/jpeg,2025/07/ROZAJIN-8-1-of-1.jpg,https://digex.agency/wp-content/uploads/2025/07/ROZAJIN-8-1-of-1.jpg,2025-07-05 12:46:39
3408,ROZAJIN 9 (1 of 1),image/jpeg,2025/07/ROZAJIN-9-1-of-1.jpg,https://digex.agency/wp-content/uploads/2025/07/ROZAJIN-9-1-of-1.jpg,2025-07-05 12:47:17
3933,TAE 1,image/png,2025/07/TAE-1.png,https://digex.agency/wp-content/uploads/2025/07/TAE-1.png,2025-07-12 14:27:04
2850,Untitled-1,image/webp,2025/07/Untitled-1.webp,https://digex.agency/wp-content/uploads/2025/07/Untitled-1.webp,2025-07-01 14:26:41
